"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Santa Fe Springs",90670,"33.933565, -118.062611","33.933565","-118.062611","Male","No","No","Yes",18,"Yes","No phone service","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Mailed check","73.43","1630.75","No"
"United States","California","Corona",92879,"33.893823, -117.531446","33.893823","-117.531446","Female","No","No","No",10,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","Yes","Two year","No","Mailed check","33.14","1529.84","No"
"United States","California","Applegate",95703,"38.983388, -120.988814","38.983388","-120.988814","Female","No","Yes","No",24,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","112.85","4140.73","No"
"United States","California","Lemoore",93245,"36.303666, -119.825657","36.303666","-119.825657","Female","Yes","No","Yes",14,"Yes","No","Fiber optic","No","No internet service","Yes","Yes","No","No internet service","Two year","Yes","Bank transfer (automatic)","91.10","2917.50","No"
"United States","California","Sunset Beach",90742,"33.719221, -118.073596","33.719221","-118.073596","Male","No","Yes","No",63,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","94.09","3465.30","No"
"United States","California","Walnut",91789,"34.018354, -117.85492","34.018354","-117.85492","Male","No","No","No",12,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check","80.25","4096.15","No"
"United States","California","Windsor",95492,"38.527297, -122.810044","38.527297","-122.810044","Male","Yes","Yes","No",8,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","79.25","1025.56","No"
"United States","California","Torrance",90503,"33.840399, -118.353714","33.840399","-118.353714","Male","Yes","No","No",61,"Yes","No","Fiber optic","No","No internet service","Yes","No","No internet service","No internet service","Two year","No","Credit card (automatic)","40.05","1471.30","No"
"United States","California","Flournoy",96029,"39.84784, -122.544556","39.84784","-122.544556","Female","No","No","No",0,"Yes","Yes","DSL","No","No internet service","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","49.85","73.80","No"
"United States","California","Colfax",95713,"39.084645, -120.894014","39.084645","-120.894014","Male","No","No","No",48,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Two year","Yes","Electronic check","89.33","3374.52","No"
"United States","California","Columbia",95310,"38.085839, -120.37855","38.085839","-120.37855","Male","No","Yes","Yes",72,"Yes","No phone service","No","No","No","No internet service","No internet service","No internet service","Yes","One year","Yes","Credit card (automatic)","42.72","5908.25","No"
"United States","California","San Francisco",94123,"37.800254, -122.436975","37.800254","-122.436975","Male","No","No","Yes",64,"No","No","Fiber optic","No","No internet service","Yes","Yes","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","48.22","4514.28","No"
"United States","California","Lemon Grove",91945,"32.733564, -117.033713","32.733564","-117.033713","Female","Yes","Yes","No",1,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","62.70","81.59","Yes"
"United States","California","Nice",95464,"39.12334, -122.838198","39.12334","-122.838198","Male","No","No","No",37,"No","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","50.73","1185.60","No"
"United States","California","Marshall",94940,"38.129308, -122.834815","38.129308","-122.834815","Male","No","Yes","No",23,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Credit card (automatic)","67.53","1550.33","No"
"United States","California","Calabasas",91302,"34.130861, -118.68346","34.130861","-118.68346","Male","No","Yes","No",16,"Yes","No","Fiber optic","No","No internet service","Yes","No internet service","No internet service","No","Month-to-month","Yes","Mailed check","21.16","51.15","No"
"United States","California","Tehama",96090,"40.021787, -122.127576","40.021787","-122.127576","Male","No","No","Yes",70,"Yes","No","Fiber optic","No","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","46.68","5396.88","No"
"United States","California","Zenia",95595,"40.170357, -123.417298","40.170357","-123.417298","Male","No","No","Yes",26,"Yes","Yes","DSL","No","No internet service","Yes","No","No internet service","No","Month-to-month","No","Bank transfer (automatic)","72.60","1953.13","No"
"United States","California","San Diego",92154,"32.578103, -117.012975","32.578103","-117.012975","Male","No","Yes","No",2,"No","No phone service","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check","72.63","352.46","No"
"United States","California","Sacramento",95819,"38.567594, -121.437507","38.567594","-121.437507","Female","No","No","No",3,"Yes","No","DSL","No","No","Yes","No","Yes","No internet service","One year","Yes","Electronic check","67.40","2051.55","No"
"United States","California","Inyokern",93527,"36.041315, -118.188235","36.041315","-118.188235","Female","No","No","No",69,"Yes","No","Fiber optic","Yes","No","Yes","No internet service","Yes","Yes","Two year","No","Credit card (automatic)","37.57","5484.06","No"
"United States","California","Los Angeles",90040,"33.994524, -118.149953","33.994524","-118.149953","Male","Yes","Yes","No",56,"Yes","Yes","DSL","Yes","No","Yes","No internet service","No","No internet service","One year","Yes","Bank transfer (automatic)","41.13","3994.12","No"
"United States","California","Calimesa",92320,"33.982787, -117.057627","33.982787","-117.057627","Female","No","No","No",1,"Yes","No","No","No internet service","No internet service","Yes","No","No internet service","No internet service","Month-to-month","No","Electronic check","62.63","939.30","No"
"United States","California","Traver",93673,"36.456091, -119.486225","36.456091","-119.486225","Male","No","No","No",64,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No internet service","Yes","Month-to-month","Yes","Bank transfer (automatic)","93.34","6238.68","No"
"United States","California","Bakersfield",93308,"35.559617, -118.925185","35.559617","-118.925185","Female","No","No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","Yes","No","Yes","Two year","No","Bank transfer (automatic)","38.17","52.14","No"
"United States","California","Stratford",93266,"36.175255, -119.813805","36.175255","-119.813805","Female","No","Yes","Yes",2,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Electronic check","105.48","2334.37","No"
"United States","California","Encino",91316,"34.150354, -118.518292","34.150354","-118.518292","Male","No","Yes","No",5,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","23.46","1157.12","Yes"
"United States","California","Marina",93933,"36.689582, -121.758398","36.689582","-121.758398","Female","No","Yes","No",14,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Electronic check","114.41","3566.91","No"
"United States","California","Glendale",91206,"34.162515, -118.203869","34.162515","-118.203869","Female","Yes","No","Yes",5,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","58.04","818.61","No"
"United States","California","Gardena",90247,"33.890853, -118.297967","33.890853","-118.297967","Female","No","Yes","No",23,"Yes","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","104.01","5791.38","No"
"United States","California","Topaz",96133,"38.636052, -119.489162","38.636052","-119.489162","Female","No","No","Yes",31,"Yes","Yes","Fiber optic","No internet service","No internet service","Yes","No internet service","No internet service","Yes","One year","No","Electronic check","21.41","406.42","No"
"United States","California","San Dimas",91773,"34.102119, -117.815532","34.102119","-117.815532","Female","Yes","No","No",6,"Yes","Yes","No","No internet service","No internet service","No","No internet service","Yes","No internet service","Two year","No","Electronic check","34.08","439.38","No"
"United States","California","San Diego",92105,"32.741859, -117.090353","32.741859","-117.090353","Female","Yes","Yes","No",35,"Yes","No phone service","No","No internet service","No internet service","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","26.70","608.25","No"
"United States","California","Westminster",92683,"33.752591, -117.993661","33.752591","-117.993661","Female","No","No","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","35.26","578.18","No"
"United States","California","Emigrant Gap",95715,"39.23754, -120.720196","39.23754","-120.720196","Female","No","Yes","Yes",63,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","76.15","5805.64","No"
"United States","California","Redwood City",94065,"37.527497, -122.230941","37.527497","-122.230941","Female","No","Yes","No",64,"No","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)","114.64","5208.20","No"
"United States","California","Strawberry Valley",95981,"39.58458, -121.093256","39.58458","-121.093256","Female","Yes","Yes","No",2,"No","No phone service","DSL","No internet service","No internet service","No","No","No","No","Month-to-month","No","Mailed check","60.39","55.37","No"
"United States","California","Ontario",91762,"34.057256, -117.667677","34.057256","-117.667677","Male","No","Yes","Yes",17,"Yes","No","Fiber optic","No","Yes","No internet service","No","No","Yes","Month-to-month","Yes","Mailed check","68.27","536.14","No"
"United States","California","Silverado",92676,"33.782346, -117.635263","33.782346","-117.635263","Male","Yes","Yes","Yes",65,"Yes","No phone service","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","No","Electronic check","95.21","6025.43","No"
"United States","California","Klamath",95548,"41.572813, -124.035011","41.572813","-124.035011","Male","No","No","No",42,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","111.86","2847.77","No"
"United States","California","Oakley",94561,"37.999406, -121.686241","37.999406","-121.686241","Female","Yes","No","No",0,"Yes","No","DSL","No internet service","No internet service","No","No","No","Yes","Month-to-month","No","Mailed check","20.60","0.03","No"
"United States","California","Fresno",93721,"36.732694, -119.783786","36.732694","-119.783786","Female","No","No","Yes",4,"Yes","Yes","DSL","No internet service","No internet service","No","No","No","No","One year","No","Mailed check","34.02","694.66","No"
"United States","California","Santa Ana",92703,"33.748635, -117.906125","33.748635","-117.906125","Female","No","No","Yes",70,"No","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","42.59","5790.00","No"
"United States","California","Litchfield",96117,"40.507272, -120.338228","40.507272","-120.338228","Male","No","Yes","No",57,"Yes","Yes","No","No internet service","No internet service","No internet service","Yes","No internet service","No internet service","Two year","Yes","Credit card (automatic)","49.37","3884.24","No"
